signal_id,spot_at_5d,spot_at_10d,spot_at_20d,spot_at_40d,spot_at_primary_date,max_high_to_primary,max_low_to_primary,hit_primary,hit_range_low,hit_range_high,direction_correct,days_to_primary_hit,max_drawdown_pct,final_status,resolved_date,last_updated
20260503_AEP_sun_call,130.699997,127.68,,,125.150002,139.440002,124.68,True,False,True,False,0,-8.9329,hit_primary,2026-06-01,2026-06-01T21:48:27+00:00
20260503_AMH_sun_call,32.049999,31.889999,32.080002,,,33.66,30.469999,True,False,False,,0,-4.6322,pending,,2026-06-17T21:00:08+00:00
20260503_ASIX_sun_call,22.530001,21.83,22.65,,,26.73,19.4,True,False,True,,0,-23.5317,pending,,2026-06-17T21:00:05+00:00
20260503_CE_sun_call,59.549999,55.75,,,56.799999,70.699997,55.700001,False,False,False,False,,-19.5552,hit_range_only,2026-06-01,2026-06-01T21:48:36+00:00
20260503_CRWV_sun_call,114.699997,103.769997,119.269997,,,138.25,91.019997,True,True,True,,2,-23.7049,pending,,2026-06-17T21:00:07+00:00
20260503_CTO_sun_call,20.26,20.440001,,,19.98,20.65,19.68,True,False,True,False,0,-3.7182,hit_primary,2026-06-01,2026-06-01T21:48:27+00:00
20260503_CVI_sun_put,34.880001,34.540001,,,33.889999,35.330002,31.16,True,False,True,False,2,5.5749,hit_primary,2026-06-01,2026-06-01T21:48:34+00:00
20260503_DAR_sun_call,63.82,62.130001,,,62.369999,66.019997,61.09,True,False,False,False,0,-4.2026,hit_primary,2026-06-01,2026-06-01T21:48:24+00:00
20260503_DHC_sun_call,8.42,8.58,,,8.36,8.83,7.67,True,False,True,True,0,-2.1684,hit_primary,2026-06-01,2026-06-01T21:48:29+00:00
20260503_DOW_sun_call,38.759998,38.560001,,,38.75,41.474998,36.720001,True,True,True,False,0,-8.7588,hit_primary,2026-06-01,2026-06-01T21:48:24+00:00
20260503_DRH_sun_call,10.6,10.61,,,10.3,10.9,10.19,True,False,True,False,0,-3.5038,hit_primary,2026-06-01,2026-06-01T21:48:30+00:00
20260503_ECVT_sun_call,14.42,14.42,13.26,,,15.085,12.51,True,True,True,,8,-12.883,pending,,2026-06-17T21:00:08+00:00
20260503_EPM_sun_call,4.78,4.69,4.35,,,4.99,3.8,False,True,False,,,-21.7479,pending,,2026-06-17T21:00:07+00:00
20260503_ETR_sun_call,112.970001,109.580002,,,109.029999,118.110001,108.989998,False,True,False,False,,-6.3901,hit_range_only,2026-06-01,2026-06-01T21:48:28+00:00
20260503_FERG_sun_call,243.979996,219.949997,,,223.820007,264.339996,223.389999,False,True,False,False,,-15.469,direction_wrong,2026-06-01,2026-06-01T21:48:37+00:00
20260503_GNK_sun_call,26.23,24.42,,,24.629999,27.25,23.82,True,False,True,False,0,-2.8944,hit_primary,2026-06-01,2026-06-01T21:48:32+00:00
20260503_GPRE_sun_call,17.15,16.950001,,,17.139999,18.940001,16.09,True,True,False,False,0,-9.4032,hit_primary,2026-06-01,2026-06-01T21:48:34+00:00
20260503_HLX_sun_call,9.97,10.47,9.72,,,10.6,8.845,False,False,False,,,-14.0428,pending,,2026-06-17T21:00:07+00:00
20260503_HUN_sun_call,14.84,13.81,,,13.7,15.3,13.63,True,False,True,False,0,-6.0,hit_primary,2026-06-01,2026-06-01T21:48:26+00:00
20260503_IMPP_sun_call,5.08,5.09,5.24,,,5.74,4.69,True,False,True,,0,-4.2857,pending,,2026-06-17T21:00:08+00:00
20260503_KRO_sun_call,7.36,6.88,7.23,,,7.89,6.38,True,False,True,,0,-19.0355,pending,,2026-06-17T21:00:06+00:00
