signal_id,spot_at_5d,spot_at_10d,spot_at_20d,spot_at_40d,spot_at_primary_date,max_high_to_primary,max_low_to_primary,hit_primary,hit_range_low,hit_range_high,direction_correct,days_to_primary_hit,max_drawdown_pct,final_status,resolved_date,last_updated
20260503_AEP_sun_call,130.699997,127.68,,,125.150002,139.440002,124.68,True,False,True,False,0,-8.9329,hit_primary,2026-06-01,2026-06-01T21:48:27+00:00
20260503_AMH_sun_call,32.049999,31.889999,32.080002,,,33.470001,30.469999,True,False,False,,0,-4.6322,pending,,2026-06-08T01:00:08+00:00
20260503_ASIX_sun_call,22.530001,21.83,22.65,,,26.73,19.4,True,False,True,,0,-23.5317,pending,,2026-06-08T01:00:03+00:00
20260503_CE_sun_call,59.549999,55.75,,,56.799999,70.699997,55.700001,False,False,False,False,,-19.5552,hit_range_only,2026-06-01,2026-06-01T21:48:36+00:00
20260503_CRWV_sun_call,114.699997,103.769997,119.269997,,,138.25,94.82,True,True,True,,2,-20.5197,pending,,2026-06-08T01:00:06+00:00
20260503_CTO_sun_call,20.26,20.440001,,,19.98,20.65,19.68,True,False,True,False,0,-3.7182,hit_primary,2026-06-01,2026-06-01T21:48:27+00:00
20260503_CVI_sun_put,34.880001,34.540001,,,33.889999,35.330002,31.16,True,False,True,False,2,5.5749,hit_primary,2026-06-01,2026-06-01T21:48:34+00:00
20260503_DAR_sun_call,63.82,62.130001,,,62.369999,66.019997,61.09,True,False,False,False,0,-4.2026,hit_primary,2026-06-01,2026-06-01T21:48:24+00:00
20260503_DHC_sun_call,8.42,8.58,,,8.36,8.83,7.67,True,False,True,True,0,-2.1684,hit_primary,2026-06-01,2026-06-01T21:48:29+00:00
20260503_DOW_sun_call,38.759998,38.560001,,,38.75,41.474998,36.720001,True,True,True,False,0,-8.7588,hit_primary,2026-06-01,2026-06-01T21:48:24+00:00
20260503_DRH_sun_call,10.6,10.61,,,10.3,10.9,10.19,True,False,True,False,0,-3.5038,hit_primary,2026-06-01,2026-06-01T21:48:30+00:00
20260503_ECVT_sun_call,14.42,14.42,13.26,,,15.085,12.73,True,True,True,,8,-11.351,pending,,2026-06-08T01:00:08+00:00
20260503_EPM_sun_call,4.78,4.69,4.35,,,4.99,4.16,False,True,False,,,-14.3346,pending,,2026-06-08T01:00:07+00:00
20260503_ETR_sun_call,112.970001,109.580002,,,109.029999,118.110001,108.989998,False,True,False,False,,-6.3901,hit_range_only,2026-06-01,2026-06-01T21:48:28+00:00
20260503_FERG_sun_call,243.979996,219.949997,,,223.820007,264.339996,223.389999,False,True,False,False,,-15.469,direction_wrong,2026-06-01,2026-06-01T21:48:37+00:00
20260503_GNK_sun_call,26.23,24.42,,,24.629999,27.25,23.82,True,False,True,False,0,-2.8944,hit_primary,2026-06-01,2026-06-01T21:48:32+00:00
20260503_GPRE_sun_call,17.15,16.950001,,,17.139999,18.940001,16.09,True,True,False,False,0,-9.4032,hit_primary,2026-06-01,2026-06-01T21:48:34+00:00
20260503_HLX_sun_call,9.97,10.47,9.72,,,10.6,9.19,False,False,False,,,-10.69,pending,,2026-06-08T01:00:07+00:00
20260503_HUN_sun_call,14.84,13.81,,,13.7,15.3,13.63,True,False,True,False,0,-6.0,hit_primary,2026-06-01,2026-06-01T21:48:26+00:00
20260503_IMPP_sun_call,5.08,5.09,5.24,,,5.74,4.69,True,False,True,,0,-4.2857,pending,,2026-06-08T01:00:07+00:00
20260503_KRO_sun_call,7.36,6.88,7.23,,,7.89,6.38,True,False,True,,0,-19.0355,pending,,2026-06-08T01:00:03+00:00
20260503_LFMD_sun_call,4.39,4.24,,,4.33,5.38,4.25,True,False,False,False,0,-14.7784,hit_primary,2026-06-01,2026-06-01T21:48:30+00:00
20260503_LION_sun_put,12.23,12.56,13.81,,,15.005,11.88,True,True,True,,0,14.1134,pending,,2026-06-08T01:00:06+00:00
20260503_LNTH_sun_call,94.07,93.129997,96.300003,,,104.0,84.779999,True,True,True,,3,-1.4186,pending,,2026-06-08T01:00:05+00:00
20260503_LNT_sun_call,72.470001,72.089996,,,70.900002,74.160004,70.889999,True,False,True,False,0,-4.2803,hit_primary,2026-06-01,2026-06-01T21:48:27+00:00
20260503_MKSI_sun_call,319.709991,295.700012,,,303.170013,326.839996,277.549988,True,False,True,True,0,-0.655,hit_primary,2026-06-01,2026-06-01T21:48:35+00:00
20260503_MRTN_sun_call,15.04,15.92,,,15.52,15.94,14.41,True,False,True,True,0,-4.8845,hit_primary,2026-06-01,2026-06-01T21:48:38+00:00
20260503_MSOS_sun_call,5.06,4.61,5.05,,,5.645,4.32,True,True,False,,0,-14.7929,pending,,2026-06-08T01:00:05+00:00
20260503_NPKI_sun_call,15.29,15.11,,,15.29,16.200001,14.63,True,True,False,False,0,-6.0614,hit_primary,2026-06-01,2026-06-01T21:48:38+00:00
20260503_OEC_sun_call,7.44,6.71,,,6.92,8.4,6.69,True,True,True,False,0,-14.2308,hit_primary,2026-06-01,2026-06-01T21:48:25+00:00
20260503_OSW_sun_call,23.99,23.91,23.84,,,25.6,22.905001,True,False,True,,0,-9.1432,pending,,2026-06-08T01:00:08+00:00
20260503_PARR_sun_call,64.5,58.790001,,,58.299999,70.389999,56.110001,True,True,True,False,1,-14.1392,hit_primary,2026-06-01,2026-06-01T21:48:34+00:00
20260503_PBR_sun_call,20.75,20.700001,,,19.93,22.24,19.5,True,False,True,False,0,-10.9589,hit_primary,2026-06-01,2026-06-01T21:48:31+00:00
20260503_PHVS_sun_put,29.950001,28.809999,,,30.4,33.330002,29.030001,True,True,True,False,0,13.2133,hit_primary,2026-06-01,2026-06-01T21:48:35+00:00
20260503_PR_sun_call,20.15,20.92,,,20.84,22.674999,19.605,True,False,False,False,0,-11.3698,hit_primary,2026-06-01,2026-06-01T21:48:33+00:00
20260503_RXO_sun_put,20.700001,19.1,,,18.690001,23.370001,16.75,True,False,True,True,8,19.2956,hit_primary,2026-06-01,2026-06-01T21:48:38+00:00
